dexNumber,pokemon,form,notes
215,Metang,,
216,Metagross,,
217,Porygon,,
218,Porygon2,,
219,Porygon-Z,,
220,Pancham,,
221,Pangoro,,
222,Komala,,
223,Torkoal,,
224,Turtonator,,
225,Togedemaru,,
226,Elekid,,
227,Electabuzz,,
228,Electivire,,
229,Geodude,,
230,Graveler,,
231,Golem,,
232,Sandile,,
233,Krokorok,,
234,Krookodile,,
235,Trapinch,,
236,Vibrava,,
237,Flygon,,
238,Gible,,
239,Gabite,,
240,Garchomp,,
241,Klefki,,
242,Mimikyu,,
243,Bruxish,,
244,Drampa,,
245,Absol,,
246,Snorunt,,
247,Glalie,,
248,Froslass,,
249,Sneasel,,
250,Weavile,,
251,Sandshrew,,
252,Sandslash,,
253,Vulpix,,
254,Ninetales,,
255,Vanillite,,
256,Vanillish,,
257,Vanilluxe,,
258,Snubbull,,
259,Granbull,,
260,Shellos,,
261,Gastrodon,,
262,Relicanth,,
263,Dhelmise,,
264,Carvanha,,
265,Sharpedo,,
266,Wailmer,,
267,Wailord,,
268,Lapras,,
269,Exeggcute,,
270,Exeggutor,,
271,Jangmo-o,,
272,Hakamo-o,,
273,Kommo-o,,
274,Emolga,,
275,Scyther,,
276,Scizor,,
277,Murkrow,,
278,Honchkrow,,
279,Riolu,,
280,Lucario,,
281,Dratini,,
282,Dragonair,,
283,Dragonite,,
284,Aerodactyl,,
285,Tapu Koko,,
286,Tapu Lele,,
287,Tapu Bulu,,
288,Tapu Fini,,
289,Cosmog,,
290,Cosmoem,,
291,Solgaleo,,
292,Lunala,,
293,Nihilego,,
294,Buzzwole,,
295,Pheromosa,,
296,Xurkitree,,
297,Celesteela,,
298,Kartana,,
299,Guzzlord,,
300,Necrozma,,
301,Magearna,,
302,Marshadow,,
