dexNumber,pokemon,form,notes
215,Oranguru,,
216,Passimian,,
217,Goomy,,
218,Sliggoo,,
219,Goodra,,
220,Castform,,
221,Wimpod,,
222,Golisopod,,
223,Staryu,,
224,Starmie,,
225,Sandygast,,
226,Palossand,,
227,Omanyte,,
228,Omastar,,
229,Kabuto,,
230,Kabutops,,
231,Lileep,,
232,Cradily,,
233,Anorith,,
234,Armaldo,,
235,Cranidos,,
236,Rampardos,,
237,Shieldon,,
238,Bastiodon,,
239,Archen,,
240,Archeops,,
241,Tirtouga,,
242,Carracosta,,
243,Tyrunt,,
244,Tyrantrum,,
245,Amaura,,
246,Aurorus,,
247,Larvitar,,
248,Pupitar,,
249,Tyranitar,,
250,Phantump,,
251,Trevenant,,
252,Natu,,
253,Xatu,,
254,Nosepass,,
255,Probopass,,
256,Pyukumuku,,
257,Chinchou,,
258,Lanturn,,
259,Type: Null,,
260,Silvally,,
261,Poipole,,
262,Naganadel,,
263,Zygarde,,
264,Trubbish,,
265,Garbodor,,
266,Minccino,,
267,Cinccino,,
268,Pineco,,
269,Forretress,,
270,Skarmory,,
271,Ditto,,
272,Cleffa,,
273,Clefairy,,
274,Clefable,,
275,Elgyem,,
276,Beheeyem,,
277,Minior,,
278,Beldum,,
279,Metang,,
280,Metagross,,
281,Porygon,,
282,Porygon2,,
283,Porygon-Z,,
284,Pancham,,
285,Pangoro,,
286,Komala,,
287,Torkoal,,
288,Turtonator,,
289,Houndour,,
290,Houndoom,,
291,Dedenne,,
292,Togedemaru,,
293,Electrike,,
294,Manectric,,
295,Elekid,,
296,Electabuzz,,
297,Electivire,,
298,Geodude,,
299,Graveler,,
300,Golem,,
301,Sandile,,
302,Krokorok,,
303,Krookodile,,
304,Trapinch,,
305,Vibrava,,
306,Flygon,,
307,Gible,,
308,Gabite,,
309,Garchomp,,
310,Baltoy,,
311,Claydol,,
312,Golett,,
313,Golurk,,
314,Klefki,,
315,Mimikyu,,
316,Shuppet,,
317,Banette,,
318,Frillish,,
319,Jellicent,,
320,Bruxish,,
321,Drampa,,
322,Absol,,
323,Snorunt,,
324,Glalie,,
325,Froslass,,
326,Sneasel,,
327,Weavile,,
328,Sandshrew,,
329,Sandslash,,
330,Vulpix,,
331,Ninetales,,
332,Vanillite,,
333,Vanillish,,
334,Vanilluxe,,
335,Scraggy,,
336,Scrafty,,
337,Pawniard,,
338,Bisharp,,
339,Snubbull,,
340,Granbull,,
341,Shellos,,
342,Gastrodon,,
343,Relicanth,,
344,Dhelmise,,
345,Carvanha,,
346,Sharpedo,,
347,Skrelp,,
348,Dragalge,,
349,Clauncher,,
350,Clawitzer,,
351,Wailmer,,
352,Wailord,,
353,Lapras,,
354,Tropius,,
355,Exeggcute,,
356,Exeggutor,,
357,Corphish,,
358,Crawdaunt,,
359,Mienfoo,,
360,Mienshao,,
361,Jangmo-o,,
362,Hakamo-o,,
363,Kommo-o,,
364,Emolga,,
365,Scyther,,
366,Scizor,,
367,Heracross,,
368,Aipom,,
369,Ambipom,,
370,Litleo,,
371,Pyroar,,
372,Misdreavus,,
373,Mismagius,,
374,Druddigon,,
375,Lickitung,,
376,Lickilicky,,
377,Riolu,,
378,Lucario,,
379,Dratini,,
380,Dragonair,,
381,Dragonite,,
382,Aerodactyl,,
383,Tapu Koko,,
384,Tapu Lele,,
385,Tapu Bulu,,
386,Tapu Fini,,
387,Cosmog,,
388,Cosmoem,,
389,Solgaleo,,
390,Lunala,,
391,Stakataka,,
392,Blacephalon,,
393,Nihilego,,
394,Buzzwole,,
395,Pheromosa,,
396,Xurkitree,,
397,Celesteela,,
398,Kartana,,
399,Guzzlord,,
400,Necrozma,,
401,Magearna,,
402,Marshadow,,
403,Zeraora,,
