dexNumber,pokemon,form,notes
384,Pupitar,,
385,Tyranitar,,
386,Deino,,
387,Zweilous,,
388,Hydreigon,,
389,Goomy,,
390,Sliggoo,,
391,Goodra,,
392,Jangmo-o,,
393,Hakamo-o,,
394,Kommo-o,,
395,Dreepy,,
396,Drakloak,,
397,Dragapult,,
398,Zacian,,
399,Zamazenta,,
400,Eternatus,,
