dexNumber,pokemon,form,notes
328,Gastrodon,,
329,Shellder,,
330,Cloyster,,
331,Qwilfish,,
332,Luvdisc,,
333,Finneon,,
334,Lumineon,,
335,Bruxish,,
336,Alomomola,,
337,Skrelp,,
338,Dragalge,,
339,Clauncher,,
340,Clawitzer,,
341,Tynamo,,
342,Eelektrik,,
343,Eelektross,,
344,Mareanie,,
345,Toxapex,,
346,Flamigo,,
347,Dratini,,
348,Dragonair,,
349,Dragonite,,
350,Snom,,
351,Frosmoth,,
352,Snover,,
353,Abomasnow,,
354,Delibird,,
355,Cubchoo,,
356,Beartic,,
357,Snorunt,,
358,Glalie,,
359,Froslass,,
360,Cryogonal,,
361,Cetoddle,,
362,Cetitan,,
363,Bergmite,,
364,Avalugg,,
365,Rufflet,,
366,Braviary,,
367,Pawniard,,
368,Bisharp,,
369,Kingambit,,
370,Deino,,
371,Zweilous,,
372,Hydreigon,,
373,Veluza,,
374,Dondozo,,
375,Tatsugiri,,
376,Great Tusk,,
377,Scream Tail,,
378,Brute Bonnet,,
379,Flutter Mane,,
380,Slither Wing,,
381,Sandy Shocks,,
382,Iron Treads,,
383,Iron Bundle,,
384,Iron Hands,,
385,Iron Jugulis,,
386,Iron Moth,,
387,Iron Thorns,,
388,Frigibax,,
389,Arctibax,,
390,Baxcalibur,,
391,Gimmighoul,,
392,Gholdengo,,
393,Wo-Chien,,
394,Chien-Pao,,
395,Ting-Lu,,
396,Chi-Yu,,
397,Roaring Moon,,
398,Iron Valiant,,
399,Koraidon,,
400,Miraidon,,
